,cnt,date,title,content,org_link,link,Day
1,2,2022-08-24 10:16:00,"제주시, &apos;시간제보육 통합형 운영 시범사업&apos; 선정","또는 <b>양육</b> 수당을 <b>지원</b>받는 아동) 대상으로, 1개월 단위로 시간대를 지정해 예약한 후 가까운 시간제 보육... 부모의 욕구를 충족함으로써 시간제보육 서비스의 질이 높아질 것으로 기대된다&quot;고 말했다. &lt;<b>헤드라인</b>제주&gt;",http://www.headlinejeju.co.kr/news/articleView.html?idxno=494667,http://www.headlinejeju.co.kr/news/articleView.html?idxno=494667,2022-08-24
0,1,2022-08-18 14:31:00,[연합뉴스 이 시각 <b>헤드라인</b>] - 14:30,"김 장관은 &quot;(여가부) 편제가 달라지는 것이지, 경력단절여성의 <b>지원</b> 등이 없어질 수는 없다고 본다&quot;며... 가이드<b>라인</b> 발표 때 인위적 구조조정이나 민영화는 계획에 없다는 말씀을 드렸고 이 자리에서 다시... ",https://www.yna.co.kr/view/AKR20220818100700011?input=1195m,https://www.yna.co.kr/view/AKR20220818100700011?input=1195m,2022-08-18
14,15,2022-08-17 10:45:00,"[유통가 레이더] &apos;포켓몬빵 기다려&apos;... 롯데제과, 디지몬빵 4종 출시 등","x2 +30㎖, <b>헤드</b>앤숄더 두피 컨트롤 샴푸 1200㎖ 등이 있다. 이외에 생활필수품을 카테고리별로 즉시할인... 올해는 <b>지원</b> 대상을 확대해 온·오프<b>라인</b> 상품 파트너사를 위주로 선정할 계획이다. 롯데하이마트는 지난해에... ",http://www.greened.kr/news/articleView.html?idxno=297231,http://www.greened.kr/news/articleView.html?idxno=297231,2022-08-17
20,21,2022-08-11 00:47:00,[이현상의 퍼스펙티브] “윤석열 정부는 어디를 보고 있나”부터 답해야,언론 <b>헤드라인</b>이 될만한 이벤트에만 몰두한다는 이야기가 관가에서 퍼지고 있다. 대통령의 관심인 반도체 산업을 놓고 산업부와 교육부가 각각 <b>지원</b> 방안과 인력 육성 방안을 경쟁적으로 내놓기도 했다. 부처 간 협업을... ,https://www.joongang.co.kr/article/25093561,https://www.joongang.co.kr/article/25093561,2022-08-11
46,47,2022-08-04 08:38:00,"[유통경제 이슈] 쿠캣마켓 코엑스몰점, ‘쿠캣 코엑스 다이닝랩’으로 리뉴얼...","간편식(HMR) 전문 푸드몰 쿠캣(대표 이문주)은 삼성동 스타필드 코엑스몰 지하 1층에 위치한 오프<b>라인</b> 매장... 지급, ▲자녀 <b>양육</b>비/학자금 <b>지원</b>, ▲사내 네일샵 등이 대표적이다. 직원들이 성장을 위한 자기계발을 할 수... ",http://www.lawissue.co.kr/view.php?ud=202208040832149947204ead0791_12,http://www.lawissue.co.kr/view.php?ud=202208040832149947204ead0791_12,2022-08-04
4,5,2022-07-26 07:31:00,[연합뉴스 이 시각 <b>헤드라인</b>] - 07:30,"경제적으로 <b>지원</b>하는 자녀가 있는 4천55가구를 대상으로 작년 기준 자녀 <b>양육</b>비용을 설문 조사한 결과, 1명당 월평균 72만1천원을 지출하는 것으로 나타났다. 세부 지출항목은 어린이집·유치원 이용료... ",https://www.yna.co.kr/view/AKR20220726015300011?input=1195m,https://www.yna.co.kr/view/AKR20220726015300011?input=1195m,2022-07-26
139,140,2022-07-21 10:46:00,"제주도, 무주택 신혼부부.자녀출산 가정 전세대출이자 <b>지원</b>","결혼, 출산, <b>양육</b> 등 어려움을 해소하는데 도움이 되길 기대한다&quot;고 전했다. 한편 제주도는 지난 2012년 주택전세자금 대출이자 <b>지원</b>사업을 시행한 이후 2021년까지 6224가구에 약 486억 원을 <b>지원</b>했다. &lt;<b>헤드라인</b>제주&gt;",http://www.headlinejeju.co.kr/news/articleView.html?idxno=492136,http://www.headlinejeju.co.kr/news/articleView.html?idxno=492136,2022-07-21
2,3,2022-07-20 10:00:00,정책 <b>헤드라인</b> (22. 07. 20. 11시),"오늘의 주요 정책 <b>헤드라인</b> 전해드리겠습니다. 1. 윤 대통령, 온딤바 가봉 대통령과 정상회담···에너지... 여가부 보고에서는 국정과제인 &apos;5대 폭력 피해자 보호 <b>지원</b> 강화&apos;의 추진 방안과 한부모가족 자녀 <b>양육</b> 부담... ",https://www.ktv.go.kr/content/view?content_id=652204,https://www.ktv.go.kr/content/view?content_id=652204,2022-07-20
151,152,2022-07-12 11:52:00,"서귀포시 서부보건소, 복지부 생애초기 건강관리 시범사업 선정",서부보건소 관계자는 &quot;생애초기 건강관리사업이 임산부 건강관리와 영유아 <b>양육지원</b>을 통해 미래 세대 건강향상의 출발점이 되길 기대한다&quot;며 지역 임산부의 많은 관심을 당부했다. &lt;<b>헤드라인</b>제주&gt;,http://www.headlinejeju.co.kr/news/articleView.html?idxno=491363,http://www.headlinejeju.co.kr/news/articleView.html?idxno=491363,2022-07-12
152,153,2022-07-10 09:28:00,"서귀포시, 청소년 한부모 자립<b>지원</b> 패키지 시범사업 추진",서귀포시는 청소년 한부모의 <b>양육</b>부담을 덜어주고 안정적인 환경에서 자립할 수 있도록 &apos;청소년 한부모... 도움이 필요한 청소년 한부모 가구가 혜택을 받을 수 있도록 <b>지원</b>에 노력하겠다&quot;고 말했다. &lt;<b>헤드라인</b>제주&gt;,http://www.headlinejeju.co.kr/news/articleView.html?idxno=491193,http://www.headlinejeju.co.kr/news/articleView.html?idxno=491193,2022-07-10
5,6,2022-06-30 10:48:00,만 24세 미만 &apos;청소년 부모&apos;에 아동<b>양육</b>비 <b>지원</b>,가능하지만 첫 아동<b>양육</b>비는 8월 이후 지급될 예정이다. 청소년 아동<b>양육</b>비 <b>지원</b>사업에 대한 기타 자세한 사항은 주소지 관할 읍·면·동사무소 및 여성가족과 가족<b>지원</b>팀(064-728-2853)으로 문의하면 된다. &lt;<b>헤드라인</b>제주&gt;,http://www.headlinejeju.co.kr/news/articleView.html?idxno=490422,http://www.headlinejeju.co.kr/news/articleView.html?idxno=490422,2022-06-30
164,165,2022-06-28 10:28:00,저소득층 한시 긴급생활<b>지원</b>금 탐나는전 카드로 지급,"<b>지원</b> 대상은 5월29일 현재 기초생활수급자, 법정차상위계층, 아동<b>양육</b>비 <b>지원</b> 한부모가족 1만7709가구... 행정<b>지원</b>을 통해 긴급 생활<b>지원</b>금을 신속·정확하게 지급하는 데 최선을 다하겠다&quot;고 말했다. &lt;<b>헤드라인</b>제주&gt;",http://www.headlinejeju.co.kr/news/articleView.html?idxno=490208,http://www.headlinejeju.co.kr/news/articleView.html?idxno=490208,2022-06-28
170,171,2022-06-24 10:20:00,"제주도, 저소득층 대상 한시 긴급생활<b>지원</b>금 27일부터 지급","<b>지원</b>금을 27일부터 지급한다고 24일 밝혔다. <b>지원</b> 대상은 기초생활보장수급자, 법정차상위계층, 아동<b>양육</b>비... 되도록 긴급 생활<b>지원</b>금을 신속하고 정확하게 지급하는 데 최선을 다하겠다&quot;고 말했다. &lt;<b>헤드라인</b>제주&gt;",http://www.headlinejeju.co.kr/news/articleView.html?idxno=489903,http://www.headlinejeju.co.kr/news/articleView.html?idxno=489903,2022-06-24
3,4,2022-06-21 23:46:00,6월 21일 모닝뉴스 <b>헤드라인</b>,CA 주 정부가 첫 주택 구매자에게 구입가격의 17%를 <b>지원</b>하는 ‘무이자 다운페이 대출 프로그램’을 추진한다. 첫 주택 구입 서민들의 ‘내 집 마련’의 꿈을 실현시켜 주겠다는 취지이다. 9. CA주의 자녀 <b>양육</b>비가... ,https://www.radiokorea.com/news/article.php?uid=390650,https://www.radiokorea.com/news/article.php?uid=390650,2022-06-21
6,7,2022-06-21 18:01:00,[연합뉴스 이 시각 <b>헤드라인</b>] - 18:00,여성가족부는 7월부터 12월까지 6개월간 청소년부모 아동<b>양육</b>비 <b>지원</b> 시범사업을 시행한다고 21일 밝혔다. 청소년부모 가구란 자녀를 <b>양육</b>하는 부모가 모두 만 24세 이하인 경우를 말한다. <b>지원</b> 대상자는... ,https://www.yna.co.kr/view/AKR20220621159000011?input=1195m,https://www.yna.co.kr/view/AKR20220621159000011?input=1195m,2022-06-21
180,181,2022-06-21 09:06:00,"&quot;민선 7기 제주시정 후반기 2년, &apos;소통과 공감&apos; 확대 성과&quot;",안 시장은 &quot;출생가정의 <b>양육</b>부담을 덜고 아이들의 성장을 돕는 공적 <b>지원</b>을 확대했다&quot;며 &quot;아울러 아이들의... 따라 희생자와 유족의 아픔을 치유하고 명예가 회복될 수 있도록 적극 <b>지원</b>하고 있다&quot;고 밝혔다. &lt;<b>헤드라인</b>제주&gt;,http://www.headlinejeju.co.kr/news/articleView.html?idxno=489398,http://www.headlinejeju.co.kr/news/articleView.html?idxno=489398,2022-06-21
8,9,2022-06-19 15:01:00,[연합뉴스 이 시각 <b>헤드라인</b>] - 15:00,19일 보건복지부에 따르면 이번 저소득층 긴급생활<b>지원</b>금은 ▲ 기초생활보장 수급자 약 179만 가구 ▲ 법정 차상위계층과 아동 <b>양육</b>비를 <b>지원</b>받는 한부모 가구 약 48만 가구에 지급된다. <b>지원</b> 금액은 생계·의료... ,https://www.yna.co.kr/view/AKR20220619029700011?input=1195m,https://www.yna.co.kr/view/AKR20220619029700011?input=1195m,2022-06-19
192,193,2022-06-14 09:38:00,"“틈새 없는 돌봄, 엄마도 아이도 함께 자랄 수 있게 도울게요”","창업 관련 기사를 수놓는 미디어의 <b>헤드라인</b>이다. 가시밭길을 밟아온 창업가의 역경 드라마를 소개하고... 학습부터 놀이, 돌봄까지 아이에게 필요한 활동은 뭐든지 <b>지원</b>하는 작은 스타트업의 행보에 부모들이 열광하는... ",https://economist.co.kr/2022/06/14/industry/ceo/20220614093751526.html,https://economist.co.kr/2022/06/14/industry/ceo/20220614093751526.html,2022-06-14
7,8,2022-06-14 07:31:00,[연합뉴스 이 시각 <b>헤드라인</b>] - 07:30,아내가 <b>양육</b>의 대부분을 부담하고 있는 것으로 나타났다. 14일 육아정책연구소의 &apos;가정에서의... 전문보기: https://www.yna.co.kr/view/AKR20220613128900530 ■ 저소득 자살 고위험자도 긴급복지 <b>지원</b>한다…&apos;4인가구... ,https://www.yna.co.kr/view/AKR20220614017100011?input=1195m,https://www.yna.co.kr/view/AKR20220614017100011?input=1195m,2022-06-14
187,188,2022-06-12 13:28:00,행복하고 건강한 출산을 위해 어멍愛요람이 <b>지원</b>해드려요!,성산읍 내 저출산 극복 및 <b>양육</b>친화적 사회를 조성하기 위해 성산읍지역사회보장협의체와... 밑거름이 되지 않을까 기대해본다. &lt;강우중 / 서귀포시 성산읍사무소&gt; *이 글은 <b>헤드라인</b>제주 편집방향과 다를 수 있습니다.,http://www.headlinejeju.co.kr/news/articleView.html?idxno=488797,http://www.headlinejeju.co.kr/news/articleView.html?idxno=488797,2022-06-12
208,209,2022-06-09 11:50:00,"제주, 위기가정 경보-복지서비스 연계...학대 피해아동 구제","(e)-아동행복<b>지원</b>사업&apos;은 영유아 건강검진 및 예방접종 미실시, <b>양육</b>수당·보육료·아동수당 미신청 가구... 또한 이 과정에서 학대의심아동 1명을 발견해 아동보호전문기관으로 연계한 바 있다. &lt;<b>헤드라인</b>제주&gt;",http://www.headlinejeju.co.kr/news/articleView.html?idxno=488606,http://www.headlinejeju.co.kr/news/articleView.html?idxno=488606,2022-06-09
220,221,2022-06-07 16:00:00,"DS 오토모빌, DS7크로스백 1.2 가솔린 출시…금호타이어, 환경 인식 개선 &apos;교...",크롬<b>라인</b>을 적용해 우아한 디자인을 구현했다. 이 외에도 12.3인치 디지털 계기판과 파워 럼버 서포트... 비전 <b>헤드</b>라이트 △파노라믹 선루프 △핸즈프리 전동식 트렁크 △스탑앤고 <b>지원</b> 액티브 크루즈 컨트롤... ,http://www.sisaon.co.kr/news/articleView.html?idxno=139608,http://www.sisaon.co.kr/news/articleView.html?idxno=139608,2022-06-07
240,241,2022-05-27 11:36:00,"제주도, 2022년 가족친화인증 기관.기업 설명회 개최","한편 가족친화인증이란 근로자의 일·가정 양립 <b>지원</b>을 위해 자녀출산 및 <b>양육지원</b>, 유연근무제도... 도내 가족친화인증기업은 지난 2016년 20개사에서 지난해 92개사로 지속적으로 늘어나고 있다. &lt;<b>헤드라인</b>제주&gt;",http://www.headlinejeju.co.kr/news/articleView.html?idxno=487515,http://www.headlinejeju.co.kr/news/articleView.html?idxno=487515,2022-05-27
246,247,2022-05-25 10:38:00,"한국지엠, 신형 이쿼녹스 6월 초 출시…포르쉐 센터 용산, 아동복지시설 혜심...","혜심원은 보호가 필요한 아동을 입소시켜 보호·<b>양육</b>하는 기관이다. 현재는 영유아부터 고등학생까지 보호하고 있으며, 이들이 건전한 사회인으로 성장하는 데 <b>지원</b>을 이어가고 있다. 용산스포츠오토모빌은 지난해에... ",http://www.sisaon.co.kr/news/articleView.html?idxno=139208,http://www.sisaon.co.kr/news/articleView.html?idxno=139208,2022-05-25
9,10,2022-05-23 14:46:00,"제주, 장애아가족<b>양육지원</b> 대상 확대...돌봄시간 연장",장애아가족<b>양육지원</b>사업 확대를 통해 장애아 가정에 더욱 촘촘한 돌봄 서비스를 제공함으로써 장애아가족들이 조금이나마 돌봄에 대한 부담이 경감될 수 있길 바란다&quot;고 전했다. &lt;<b>헤드라인</b>제주&gt;,http://www.headlinejeju.co.kr/news/articleView.html?idxno=486986,http://www.headlinejeju.co.kr/news/articleView.html?idxno=486986,2022-05-23
10,11,2022-05-20 16:10:00,"제주가족친화<b>지원</b>센터, <b>양육</b>자 재능공유 프로젝트 추진",(센터장 강문실) 관계자는 &quot;<b>양육</b>자들이 출산과 육아로 인해 경력 단절되는 것이 아니라 공동육아 경험이 새로운 경력으로 연결될 수 있도록 응원하고 지속적으로 <b>지원</b>하겠다&quot;고 말했다.&lt;<b>헤드라인</b>제주&gt;,http://www.headlinejeju.co.kr/news/articleView.html?idxno=486765,http://www.headlinejeju.co.kr/news/articleView.html?idxno=486765,2022-05-20
262,263,2022-05-18 14:58:00,"제주도, 불법입양 근절.건전 입양문화 조성 유관기관 간담회","출산·<b>양육</b>에 대한 부담을 덜도록 <b>지원</b>할 계획이다. 보호자가 아닌 제3자가 미혼모와 접촉하는 등 의심... 있도록 <b>지원</b>하고, 공적 책임 강화로 입양아동의 권익과 복지증진 등 건전한 입양문화를 정착하고 있다. &lt;<b>헤드라인</b>... ",http://www.headlinejeju.co.kr/news/articleView.html?idxno=486446,http://www.headlinejeju.co.kr/news/articleView.html?idxno=486446,2022-05-18
271,272,2022-05-13 20:56:00,"홍석천 + &apos;세컨드 젠틀맨&apos;, WP의 의미심장 &apos;광장시장&apos; 리포트",언론 <b>헤드라인</b>을 장식했다&quot;고 적시했기 대문이지요.김성회 비서관 얘기입니다. 김 비서관은 지난 11일... 지난 2019년 두 사람 사이에 태어난 딸은 이선아가 <b>양육</b>한다. 정재용과 이선아는 2016년 성인 예능 프로그램에서 만나... ,http://woman.chosun.com/news/articleView.html?idxno=98159,http://woman.chosun.com/news/articleView.html?idxno=98159,2022-05-13
251,252,2022-05-13 06:46:00,&apos;시간제 보육&apos; 서비스 제도를 아시나요?,육아종합<b>지원</b>센터(064-746-2211) 혹은 시간제보육 대표번호(1661-9361)로 전화하면 좀 더 자세한 사항을 알 수 있다. &lt;오정애 / 서귀포시 성산읍 동남어린이집 보육교사&gt; *이 글은 <b>헤드라인</b>제주 편집방향과 다를 수 있습니다.,http://www.headlinejeju.co.kr/news/articleView.html?idxno=485725,http://www.headlinejeju.co.kr/news/articleView.html?idxno=485725,2022-05-13
249,250,2022-05-12 12:00:00,"세상에 없는 아이, 우리 안에 있는 아이",문승기 검사 / 제주지방검찰청 ⓒ<b>헤드라인</b>제주 작년 3월 태어난지 사흘 된 아이를 산후조리원에 버려두고... 의료비용과 <b>양육</b>비용을 <b>지원</b>해 주었습니다. 부모에 대한 형사재판은 지난 2월 끝났습니다. 법원에서는 아이를... ,http://www.headlinejeju.co.kr/news/articleView.html?idxno=485637,http://www.headlinejeju.co.kr/news/articleView.html?idxno=485637,2022-05-12
227,228,2022-05-10 11:42:00,고의숙 예비후보 &quot;정서위기 학생 <b>지원</b> 조례 제정해 정신건강 <b>지원</b>&quot;,상담 <b>지원</b> 및 <b>양육</b>자의 책무성을 강화하는 내용 등도 조례에 담겠다&quot;고 밝혔다. 고 예비후보는 &quot;장기적으로... 논의하면서 사후 치료보다는 예방적 접근에 좀 더 초점을 맞춘 정책을 마련하겠다&quot;고 약속했다.&lt;<b>헤드라인</b>제주&gt;,http://www.headlinejeju.co.kr/news/articleView.html?idxno=485307,http://www.headlinejeju.co.kr/news/articleView.html?idxno=485307,2022-05-10
274,275,2022-05-10 10:28:00,김명만 예비후보 &quot;영유아.어린이 통합돌봄센터 건립할 것&quot;,이어 &quot;아이를 낳는다는 것은 정말 크나큰 축복이지만 부부 모두의 희생이 필요하며 주<b>양육</b>자가 더 큰 희생을... 안전하게 등하교 할 수 있도록 통학로 정비사업도 지속적으로 추진해 나가겠다&quot;고 밝혔다.&lt;<b>헤드라인</b>제주&gt;,http://www.headlinejeju.co.kr/news/articleView.html?idxno=485274,http://www.headlinejeju.co.kr/news/articleView.html?idxno=485274,2022-05-10
276,277,2022-05-08 09:34:00,"이왈종 화백, 가정의 달 맞아 아동복지시설에 후원금 1천만원 전달 ",이번 후원금은 제주사회복지공동모금회를 통해 서귀포시 지역내 아동<b>양육</b>시설인 천사의 집과 제남... 달을 맞이해 불우한 어린이들에게 따뜻한 이웃 사랑을 느낄 수 있는 좋은 기회가 될 것&quot;이라고 말했다.&lt;<b>헤드라인</b>제주&gt;,http://www.headlinejeju.co.kr/news/articleView.html?idxno=485027,http://www.headlinejeju.co.kr/news/articleView.html?idxno=485027,2022-05-08
261,262,2022-05-04 17:26:00,올해 아이가 태어나면 어떤 혜택을 받을까,박대진 / 서귀포시 대륜동주민센터 ⓒ<b>헤드라인</b>제주 작년 제주 지역 잠정 합계출산율은 0.95명으로 사상... 단 어린이집을 이용하면 보육료를 <b>지원</b>받기에 영아수당과 <b>양육</b>수당 <b>지원</b> 대상에서 제외된다. 아울러 어린이집... ,http://www.headlinejeju.co.kr/news/articleView.html?idxno=484760,http://www.headlinejeju.co.kr/news/articleView.html?idxno=484760,2022-05-04
268,269,2022-05-04 10:16:00,허향진 &quot;둘째아 이상 연 1000만원씩 5년간 5천만원 지급&quot;,"허 후보는 4일 제100회 어린이날을 즈음한 입장을 내고 &quot;초저출산 시대에 우리 사회의 가장 큰 관심인 <b>양육</b>과... 사회적인 관심과 <b>지원</b>이 필요하다&quot;며, &quot;이의 재원은 국비, 도비로 충당할 것&quot;이라고 말했다. &lt;<b>헤드라인</b>제주&gt;",http://www.headlinejeju.co.kr/news/articleView.html?idxno=484651,http://www.headlinejeju.co.kr/news/articleView.html?idxno=484651,2022-05-04
272,273,2022-05-03 15:00:00,강철남 예비후보 &quot;어린이가 행복한 세상 만들겠다&quot;,"<b>지원</b>에 관한 조례안, 제주도교육청 학생 청소년활동 <b>지원</b>에 관한 조례안 등 조례 제·개정에 앞장서 아동·청소년 복지 및 권리 증진에 기여한 공로로 한국청소년재단 주관 &apos;청소년희망대상&apos;을 수상한 바 있다. &lt;<b>헤드라인</b>제주&gt;",http://www.headlinejeju.co.kr/news/articleView.html?idxno=484542,http://www.headlinejeju.co.kr/news/articleView.html?idxno=484542,2022-05-03
275,276,2022-05-02 12:18:00,[라이센스 식음료 PICK] 남양유업·뉴트리· 롯데푸드 外,"선보이며 <b>라인</b>업을 확대한다. 26차 상생회의 [사진= 남양유업 제공] ◆ 남양유업, 대리점과의 상생과 동반... <b>지원</b>하는 &apos;출산·<b>양육 지원</b>&apos;제도 등의 대리점 복지 정책을 운영하고 있다. 뉴트리 네이버 브랜드위크 [사진... ",http://www.lcnews.co.kr/news/articleView.html?idxno=32763,http://www.lcnews.co.kr/news/articleView.html?idxno=32763,2022-05-02
284,285,2022-05-01 14:12:00,강민숙 일도2동 예비후보 &quot;아이들의 꿈 커가는 작은도서관 확대&quot;,있도록 <b>지원</b>할 예정&quot;이라고 덧붙였다. 강 후보는 &quot;빌 게이츠는 &apos;오늘날 나를 만들어 준 것은 마을의 작은... 돌봄 기능을 강화해 아이 <b>양육</b>에 어려움을 겪고 있는 맞벌이 부부들의 고충을 덜어내겠다&quot;고 말했다. &lt;<b>헤드라인</b>제주&gt;,http://www.headlinejeju.co.kr/news/articleView.html?idxno=484216,http://www.headlinejeju.co.kr/news/articleView.html?idxno=484216,2022-05-01
11,12,2022-04-28 13:52:00,"제주, &apos;가정<b>양육</b> 부담 절감&apos; 시간제보육서비스 제공",임태봉 제주도 보건복지여성국장은 &quot;시간제 보육기관 운영으로 부모의 <b>양육</b>부담을 경감하고 아동의 돌봄 공백을 최소화해 아이의 건강한 발달을 <b>지원</b>하도록 노력하겠다&quot;고 말했다. &lt;<b>헤드라인</b>제주&gt;,http://www.headlinejeju.co.kr/news/articleView.html?idxno=483953,http://www.headlinejeju.co.kr/news/articleView.html?idxno=483953,2022-04-28
286,287,2022-04-28 10:44:00,박호형 예비후보 &quot;영·유아 돌봄센터 건립...수놀음 돌봄공동체 강화할 것&quot;,박 예비후보는 &quot;일도2동에 0∼6세까지 돌봄 서비스를 <b>지원</b>하고 부모 및 보호자의 교육과 쉼터 <b>지원</b> 등... 아동의 성장과 가정의 <b>양육</b> 부담을 해소시켜 아이 키우기 좋은 환경인 일도2동을 만들겠다&quot;고 피력했다.&lt;<b>헤드라인</b>제주&gt;,http://www.headlinejeju.co.kr/news/articleView.html?idxno=483896,http://www.headlinejeju.co.kr/news/articleView.html?idxno=483896,2022-04-28
269,270,2022-04-27 09:28:00,오승식 예비후보 &quot;유아교육 예산 현실화...보육<b>지원</b> 대폭 확대&quot;,"교육에 대한 사회적 책임확대와 질 높은 환경조성, 자녀 <b>양육</b>에 대한 경제적 부담 완화 등 누구든 아이를... 제공하고, 친환경 급식비 <b>지원</b> 등 영유아들의 건강 관리에도 <b>지원</b>을 아끼지 않겠다&quot;고 약속했다. &lt;<b>헤드라인</b>제주&gt;",http://www.headlinejeju.co.kr/news/articleView.html?idxno=483684,http://www.headlinejeju.co.kr/news/articleView.html?idxno=483684,2022-04-27
270,271,2022-04-26 14:14:00,한영진 예비후보 &quot;삼화지구에 육아 종합 <b>지원</b>센터 유치&quot;,아동들과 <b>양육</b>자에 적절한 <b>지원</b>을 마련하겠다&quot;고 말했다. 또 주요 공약으로 △육아 종합 <b>지원</b>센터 유치 △만족도 높은 돌봄체계구축 △부족한 돌봄 시설 확대 △돌봄 종사자 처우개선 방안 마련 등을 제시했다.&lt;<b>헤드라인</b>... ,http://www.headlinejeju.co.kr/news/articleView.html?idxno=483610,http://www.headlinejeju.co.kr/news/articleView.html?idxno=483610,2022-04-26
289,290,2022-04-20 18:12:00,부순정 예비후보 &quot;장애인 기본권이 보장되는 제주 만들 것&quot;,ⓒ<b>헤드라인</b>제주 6.1지방선거 제주도지사 선거 출마를 선언한 제주녹색당 부순정 예비후보는 20일... 부 예비후보는 &quot;아이를 <b>양육</b>하기에도 힘이 많이 들거니와 병원 접근성도 낮은 편&quot;이라며 &quot;급한 상황이 발생했을 때... ,http://www.headlinejeju.co.kr/news/articleView.html?idxno=482957,http://www.headlinejeju.co.kr/news/articleView.html?idxno=482957,2022-04-20
282,283,2022-04-14 11:36:00,"제주내일, 저소득 취약계층 자립<b>지원</b>사업 &apos;비트윈&apos; 참가자 모집","제주에 거주하는 만 18세이상 34세 청년 가운데 <b>양육</b>시설 보호종료자, 기초생활수급, 한부모 가정... 고용복지서비스 전문기업으로 청년들이 스스로 자립할 수 있도록 최선을 다해 <b>지원</b> 하겠다&quot;고 밝혔다.&lt;<b>헤드라인</b>제주&gt;",http://www.headlinejeju.co.kr/news/articleView.html?idxno=482107,http://www.headlinejeju.co.kr/news/articleView.html?idxno=482107,2022-04-14
295,296,2022-04-12 17:54:00,"사단법인 제주아이 특별한아이, 장애인문화예술교육 참여자 모집",아이들의 이해와 <b>양육</b>을 위한 정보를 나누고 교육환경 개선을 위해 노력하고 있다. 또 아이들이 성인이 된 후 지역사회 안에서 함께 살아갈 수 있는 사회 환경을 함께 고민하고 준비해 나가고 있다. &lt;<b>헤드라인</b>제주&gt;,http://www.headlinejeju.co.kr/news/articleView.html?idxno=481887,http://www.headlinejeju.co.kr/news/articleView.html?idxno=481887,2022-04-12
13,14,2022-04-09 09:36:00,4월8일 이브닝뉴스 <b>헤드라인</b>,"부와 <b>양육</b>, 거주 적합성, 지역사회 기반, 인구수 등을 기준으로 점수를 매긴 결과 워싱턴 주가 1위로... 바이든 대통령은 우크라이나가 나라를 지키도록 안보 <b>지원</b>과 무기 수송을 계속할 것이라며 동맹과 함께 이번... ",https://www.radiokorea.com/news/article.php?uid=385614,https://www.radiokorea.com/news/article.php?uid=385614,2022-04-09
12,13,2022-04-08 09:34:00,"제주육아종합<b>지원</b>센터, 가정<b>양육</b> &apos;제육종 클라쓰&apos; 참가자 모집",제주특별자치도육아종합<b>지원</b>센터는 계속되는 코로나19에도 부모와 아이 모두 함께 즐겁고 행복한 일상을... 자세한 내용은 센터 홈페이지(jeju.childcare.go.kr) 공지사항을 통해 확인할 수 있다. &lt;<b>헤드라인</b>제주&gt;,http://www.headlinejeju.co.kr/news/articleView.html?idxno=481404,http://www.headlinejeju.co.kr/news/articleView.html?idxno=481404,2022-04-08
287,288,2022-04-06 09:34:00,"제주가족친화<b>지원</b>센터, 성평등·가족친화실천 직장교육 무료 <b>지원</b>","유연근무제, <b>양육지원</b> 등 일·가정 양립 제도를 도입하거나 정비할 수 있다. 가족친화문화 컨설팅을 통해... 되길 바란다&quot;며 &quot;다양하고 내실있는 <b>지원</b>으로 가족친화 일터 문화 확산에 힘쓰겠다&quot;고 말했다.&lt;<b>헤드라인</b>제주&gt;",http://www.headlinejeju.co.kr/news/articleView.html?idxno=481054,http://www.headlinejeju.co.kr/news/articleView.html?idxno=481054,2022-04-06
285,286,2022-04-05 16:38:00,김태석 제주도지사 예비후보 &quot;출생장려금 월 50만원 <b>지원</b>&quot;,김태석 예비후보 ⓒ<b>헤드라인</b>제주 더불어민주당 김태석 제주도지사 예비후보는 5일 &apos;출생장려금 <b>지원</b>&apos;을... 자체적 <b>지원</b>을 추가해 월 50만원을 지급하는 &apos;출생장려금&apos;을 추진 할 계획&quot;이라고 밝혔다. 그는 &quot;출산 및 <b>양육</b>을... ,http://www.headlinejeju.co.kr/news/articleView.html?idxno=480967,http://www.headlinejeju.co.kr/news/articleView.html?idxno=480967,2022-04-05
296,297,2022-04-04 10:14:00,"제주도교육청, 학생 마음건강 통합관리 체계 개편","상호 협력 맞춤형 <b>지원</b> 강화로 학생의 학교생활 적응력을 향상시키고, 학생의 자존감 향상과 교우 관계 회복을 도와 평화로운 학교문화를 형성할 수 있도록 더욱 체계적으로 운영해 나가겠다&quot;고 밝혔다.&lt;<b>헤드라인</b>제주&gt;",http://www.headlinejeju.co.kr/news/articleView.html?idxno=480714,http://www.headlinejeju.co.kr/news/articleView.html?idxno=480714,2022-04-04
15,16,2022-04-01 23:46:00,4월 1일 모닝뉴스 <b>헤드라인</b>,"렌트비 <b>지원</b> 프로그램 신청은 어젯밤 마감됐으나, 신청자에 한해 석달 더 늘어난 셈이다. 4. 백만명의 CA주민들이 올해 주 세금보고시 그동안 밀렸던 주차위반 벌금, 통행료, 법원비, 등록금, <b>양육</b>비 등이 먼저... ",https://www.radiokorea.com/news/article.php?uid=385068,https://www.radiokorea.com/news/article.php?uid=385068,2022-04-01
